               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 166,              1.9652,               1.436,              1.2175,             0.79683,             0.66225,             0.73654,             0.44043,                   0,                   0,                   0,            0.007633,            0.007633,            0.007633
                 167,              1.9358,              1.4117,              1.1736,             0.81776,             0.65471,             0.74079,             0.42575,                   0,                   0,                   0,           0.0075877,           0.0075877,           0.0075877
                 168,              1.9071,              1.4187,               1.192,             0.80168,             0.66275,             0.74683,             0.42889,                   0,                   0,                   0,           0.0075422,           0.0075422,           0.0075422
                 169,              1.9153,              1.3978,              1.1978,             0.79257,             0.66124,             0.74854,             0.42361,                   0,                   0,                   0,           0.0074966,           0.0074966,           0.0074966
                 170,               1.947,              1.4297,              1.2106,             0.79659,              0.6693,             0.74921,             0.42635,                   0,                   0,                   0,            0.007451,            0.007451,            0.007451
                 171,              1.8827,              1.3729,              1.2062,             0.81957,             0.67333,             0.74822,             0.44919,                   0,                   0,                   0,           0.0074053,           0.0074053,           0.0074053
                 172,              1.9246,              1.3867,              1.2054,             0.74183,             0.67567,             0.74189,             0.43433,                   0,                   0,                   0,           0.0073595,           0.0073595,           0.0073595
                 173,              1.9599,              1.3861,              1.2047,             0.77393,             0.64453,             0.73043,             0.40335,                   0,                   0,                   0,           0.0073136,           0.0073136,           0.0073136
                 174,              2.0021,              1.3924,              1.2016,             0.79565,             0.67475,             0.74618,             0.45466,                   0,                   0,                   0,           0.0072676,           0.0072676,           0.0072676
                 175,              1.8697,              1.3436,              1.2155,             0.82193,             0.66638,             0.74303,             0.42339,                   0,                   0,                   0,           0.0072215,           0.0072215,           0.0072215
                 176,              1.9122,              1.4004,              1.2021,             0.84443,             0.65952,             0.75036,             0.43859,                   0,                   0,                   0,           0.0071754,           0.0071754,           0.0071754
                 177,              1.9271,              1.3641,              1.1858,             0.78845,              0.6852,              0.7517,             0.41939,                   0,                   0,                   0,           0.0071292,           0.0071292,           0.0071292
                 178,               1.927,              1.3645,                1.23,             0.78883,             0.69944,             0.75005,             0.42609,                   0,                   0,                   0,           0.0070829,           0.0070829,           0.0070829
                 179,              1.8806,              1.2747,              1.1976,             0.79137,             0.68156,             0.74547,             0.43728,                   0,                   0,                   0,           0.0070365,           0.0070365,           0.0070365
                 180,              1.9593,              1.3915,              1.1661,             0.77915,             0.70231,             0.75847,             0.43933,                   0,                   0,                   0,           0.0069901,           0.0069901,           0.0069901
                 181,               1.927,              1.3721,               1.181,             0.80154,             0.68594,              0.7568,             0.44481,                   0,                   0,                   0,           0.0069437,           0.0069437,           0.0069437
                 182,              1.9409,              1.3371,              1.1859,             0.83121,             0.68172,             0.75708,             0.42488,                   0,                   0,                   0,           0.0068971,           0.0068971,           0.0068971
                 183,              1.9176,              1.3084,              1.1875,              0.8342,             0.67187,             0.75591,             0.43723,                   0,                   0,                   0,           0.0068506,           0.0068506,           0.0068506
                 184,              1.8597,              1.2613,               1.169,             0.85081,             0.65925,             0.74865,             0.45251,                   0,                   0,                   0,           0.0068039,           0.0068039,           0.0068039
                 185,              1.9129,              1.3059,              1.1997,             0.78065,             0.69645,             0.75492,             0.44267,                   0,                   0,                   0,           0.0067572,           0.0067572,           0.0067572
                 186,              1.9378,              1.3526,              1.1801,             0.82791,             0.69583,             0.75677,              0.4393,                   0,                   0,                   0,           0.0067105,           0.0067105,           0.0067105
                 187,              1.8418,              1.2794,              1.2022,             0.81429,             0.67741,             0.76229,             0.44865,                   0,                   0,                   0,           0.0066637,           0.0066637,           0.0066637
                 188,              1.9338,              1.3675,              1.2131,             0.79313,             0.69383,             0.76625,             0.43324,                   0,                   0,                   0,           0.0066169,           0.0066169,           0.0066169
                 189,              1.9351,              1.3448,              1.1948,             0.81582,             0.69725,             0.76919,             0.44036,                   0,                   0,                   0,           0.0065701,           0.0065701,           0.0065701
                 190,              1.9269,              1.3443,              1.2024,             0.81175,             0.69596,             0.76609,             0.44101,                   0,                   0,                   0,           0.0065232,           0.0065232,           0.0065232
                 191,              1.9052,              1.2938,              1.2032,             0.79862,             0.69767,             0.76597,             0.45714,                   0,                   0,                   0,           0.0064763,           0.0064763,           0.0064763
                 192,              1.9295,              1.3487,              1.1887,              0.8424,             0.67007,             0.76843,             0.45953,                   0,                   0,                   0,           0.0064293,           0.0064293,           0.0064293
                 193,              1.8829,              1.2987,              1.1725,             0.83495,             0.66502,              0.7677,             0.42396,                   0,                   0,                   0,           0.0063824,           0.0063824,           0.0063824
                 194,              1.8692,              1.2854,              1.1862,             0.78322,             0.69948,             0.77111,             0.45977,                   0,                   0,                   0,           0.0063354,           0.0063354,           0.0063354
                 195,              1.8795,              1.2815,              1.1881,             0.85094,              0.6518,             0.76083,             0.43957,                   0,                   0,                   0,           0.0062884,           0.0062884,           0.0062884
                 196,              1.8416,              1.2421,              1.1871,             0.83707,             0.65142,             0.74621,             0.41885,                   0,                   0,                   0,           0.0062413,           0.0062413,           0.0062413
                 197,              1.8443,              1.2783,              1.1869,             0.78867,             0.67173,             0.75549,             0.43797,                   0,                   0,                   0,           0.0061943,           0.0061943,           0.0061943
                 198,              1.8702,              1.2796,              1.1847,              0.7974,              0.6922,             0.76148,             0.43872,                   0,                   0,                   0,           0.0061472,           0.0061472,           0.0061472
                 199,              1.8313,              1.2671,              1.1819,             0.83147,             0.69455,              0.7686,             0.46058,                   0,                   0,                   0,           0.0061001,           0.0061001,           0.0061001
                 200,               1.883,              1.2972,              1.1883,             0.87692,             0.66163,             0.76718,             0.43353,                   0,                   0,                   0,           0.0060531,           0.0060531,           0.0060531
                 201,              1.8654,               1.265,              1.1835,             0.83528,             0.65294,             0.75877,              0.4499,                   0,                   0,                   0,            0.006006,            0.006006,            0.006006
                 202,              1.8827,              1.2581,               1.179,             0.82306,             0.68181,             0.76285,             0.44417,                   0,                   0,                   0,           0.0059589,           0.0059589,           0.0059589
                 203,              1.8779,               1.268,              1.1789,             0.84967,             0.67644,             0.76634,             0.45578,                   0,                   0,                   0,           0.0059119,           0.0059119,           0.0059119
                 204,              1.9134,              1.3128,              1.1745,             0.84798,              0.6988,             0.76684,             0.44558,                   0,                   0,                   0,           0.0058648,           0.0058648,           0.0058648
                 205,              1.8739,              1.2994,              1.1931,             0.81142,             0.69523,             0.75953,              0.4408,                   0,                   0,                   0,           0.0058177,           0.0058177,           0.0058177
                 206,              1.8526,              1.2776,              1.1507,             0.86179,             0.66364,             0.76743,             0.45221,                   0,                   0,                   0,           0.0057707,           0.0057707,           0.0057707
                 207,              1.8701,              1.2883,              1.1905,             0.79927,             0.70019,             0.75436,             0.43316,                   0,                   0,                   0,           0.0057236,           0.0057236,           0.0057236
                 208,               1.865,              1.2687,              1.1735,              0.8327,             0.68681,             0.75758,             0.45607,                   0,                   0,                   0,           0.0056766,           0.0056766,           0.0056766
                 209,               1.846,              1.2733,              1.1853,             0.83025,             0.67767,             0.75744,             0.44328,                   0,                   0,                   0,           0.0056296,           0.0056296,           0.0056296
                 210,              1.8579,              1.2654,                 1.2,              0.8154,             0.69137,             0.76695,             0.45607,                   0,                   0,                   0,           0.0055827,           0.0055827,           0.0055827
                 211,               1.856,              1.2403,              1.1876,             0.87413,             0.67604,              0.7717,             0.44417,                   0,                   0,                   0,           0.0055357,           0.0055357,           0.0055357
                 212,              1.8729,              1.2977,              1.1952,             0.82622,             0.69511,              0.7656,             0.44395,                   0,                   0,                   0,           0.0054888,           0.0054888,           0.0054888
                 213,              1.8533,              1.2685,              1.1894,             0.86226,             0.69077,             0.77613,             0.45777,                   0,                   0,                   0,           0.0054419,           0.0054419,           0.0054419
                 214,              1.8472,              1.3106,              1.1735,             0.85255,             0.68277,             0.77371,             0.45582,                   0,                   0,                   0,           0.0053951,           0.0053951,           0.0053951
                 215,              1.8277,              1.2689,              1.1756,             0.83083,              0.6907,             0.76804,             0.45739,                   0,                   0,                   0,           0.0053483,           0.0053483,           0.0053483
                 216,              1.8483,              1.2804,              1.1707,             0.83915,             0.70757,             0.77662,             0.45642,                   0,                   0,                   0,           0.0053015,           0.0053015,           0.0053015
                 217,              1.8839,              1.2878,              1.1847,             0.86904,             0.69784,             0.77163,             0.46357,                   0,                   0,                   0,           0.0052548,           0.0052548,           0.0052548
                 218,              1.8507,              1.2684,              1.1928,             0.83026,             0.69483,             0.76962,             0.44978,                   0,                   0,                   0,           0.0052081,           0.0052081,           0.0052081
                 219,              1.9018,               1.292,              1.2066,             0.82855,             0.71601,             0.77474,             0.45359,                   0,                   0,                   0,           0.0051614,           0.0051614,           0.0051614
                 220,               1.857,              1.2352,              1.2042,             0.83173,             0.69344,             0.77061,             0.45349,                   0,                   0,                   0,           0.0051149,           0.0051149,           0.0051149
                 221,              1.8557,              1.2525,              1.1721,             0.83768,             0.68687,             0.76778,             0.46077,                   0,                   0,                   0,           0.0050683,           0.0050683,           0.0050683
                 222,              1.8307,              1.2575,               1.176,             0.82251,             0.70182,             0.77528,              0.4672,                   0,                   0,                   0,           0.0050219,           0.0050219,           0.0050219
                 223,              1.7951,              1.2234,              1.1712,             0.86647,             0.68709,             0.77957,             0.47741,                   0,                   0,                   0,           0.0049755,           0.0049755,           0.0049755
                 224,              1.8004,              1.2178,              1.1669,             0.86619,             0.70003,             0.78039,              0.4616,                   0,                   0,                   0,           0.0049291,           0.0049291,           0.0049291
                 225,               1.817,              1.2277,              1.1891,             0.85776,             0.69614,             0.77866,             0.44868,                   0,                   0,                   0,           0.0048828,           0.0048828,           0.0048828
                 226,              1.8439,              1.2326,              1.1843,             0.84024,             0.70457,             0.77506,             0.44266,                   0,                   0,                   0,           0.0048366,           0.0048366,           0.0048366
                 227,              1.8392,              1.2419,              1.1836,             0.85077,             0.69959,             0.77867,             0.45426,                   0,                   0,                   0,           0.0047905,           0.0047905,           0.0047905
                 228,              1.8253,              1.2059,              1.1976,             0.89476,             0.67617,             0.78078,             0.45735,                   0,                   0,                   0,           0.0047444,           0.0047444,           0.0047444
                 229,              1.8208,              1.2291,              1.1694,             0.84919,              0.6873,             0.77662,             0.44563,                   0,                   0,                   0,           0.0046984,           0.0046984,           0.0046984
                 230,              1.7783,               1.156,              1.1597,             0.83289,             0.68615,             0.77032,             0.43538,                   0,                   0,                   0,           0.0046525,           0.0046525,           0.0046525
                 231,              1.7862,              1.1887,              1.1841,             0.82399,             0.69669,             0.76779,             0.45162,                   0,                   0,                   0,           0.0046067,           0.0046067,           0.0046067
                 232,              1.8102,              1.2035,              1.1653,             0.85918,             0.69452,             0.77655,             0.46806,                   0,                   0,                   0,            0.004561,            0.004561,            0.004561
                 233,              1.8692,              1.2513,              1.1708,             0.84673,             0.70677,             0.77902,               0.469,                   0,                   0,                   0,           0.0045154,           0.0045154,           0.0045154
                 234,               1.835,              1.2424,              1.1738,             0.86244,             0.69149,             0.78166,             0.48345,                   0,                   0,                   0,           0.0044698,           0.0044698,           0.0044698
                 235,              1.8372,              1.1915,               1.176,             0.89521,             0.68936,             0.77661,             0.46397,                   0,                   0,                   0,           0.0044243,           0.0044243,           0.0044243
                 236,              1.7955,               1.191,              1.1499,             0.85878,             0.70287,             0.77629,             0.46124,                   0,                   0,                   0,            0.004379,            0.004379,            0.004379
                 237,              1.7931,              1.1698,              1.1645,             0.86165,             0.68812,             0.77511,             0.45219,                   0,                   0,                   0,           0.0043337,           0.0043337,           0.0043337
                 238,               1.783,              1.1547,              1.1725,             0.83965,             0.71102,             0.77817,             0.45822,                   0,                   0,                   0,           0.0042886,           0.0042886,           0.0042886
                 239,              1.8047,              1.1746,              1.1707,             0.86894,             0.69016,             0.76968,             0.44732,                   0,                   0,                   0,           0.0042435,           0.0042435,           0.0042435
                 240,              1.8015,              1.1723,              1.1669,             0.86144,             0.69067,             0.77655,              0.4695,                   0,                   0,                   0,           0.0041986,           0.0041986,           0.0041986
                 241,              1.7752,              1.1403,              1.1805,              0.8479,             0.69135,             0.77254,             0.46012,                   0,                   0,                   0,           0.0041538,           0.0041538,           0.0041538
                 242,              1.7954,              1.1537,              1.1628,             0.85255,             0.69527,             0.77159,             0.44886,                   0,                   0,                   0,            0.004109,            0.004109,            0.004109
                 243,              1.8131,              1.2453,              1.1754,              0.8641,             0.70088,             0.77513,             0.46545,                   0,                   0,                   0,           0.0040644,           0.0040644,           0.0040644
                 244,              1.7794,              1.1894,              1.1931,             0.88451,             0.66587,             0.76994,             0.44739,                   0,                   0,                   0,             0.00402,             0.00402,             0.00402
                 245,                 1.8,              1.1833,              1.1554,             0.85698,             0.69194,             0.77171,             0.46138,                   0,                   0,                   0,           0.0039756,           0.0039756,           0.0039756
                 246,              1.7799,              1.2171,              1.1748,             0.84283,             0.69388,             0.77136,             0.47644,                   0,                   0,                   0,           0.0039314,           0.0039314,           0.0039314
                 247,              1.7514,               1.155,              1.1607,             0.88169,             0.65981,             0.76774,             0.44423,                   0,                   0,                   0,           0.0038873,           0.0038873,           0.0038873
                 248,              1.7773,              1.1156,              1.1883,             0.81414,             0.70373,              0.7652,             0.45514,                   0,                   0,                   0,           0.0038433,           0.0038433,           0.0038433
                 249,              1.7397,              1.1144,               1.151,             0.80866,              0.7155,             0.77596,             0.46642,                   0,                   0,                   0,           0.0037995,           0.0037995,           0.0037995
                 250,              1.7311,              1.1252,              1.1622,             0.83673,             0.69612,             0.77903,             0.48291,                   0,                   0,                   0,           0.0037558,           0.0037558,           0.0037558
                 251,              1.8033,              1.2146,              1.1571,             0.84813,             0.67994,             0.77375,             0.44766,                   0,                   0,                   0,           0.0037122,           0.0037122,           0.0037122
                 252,              1.8273,               1.219,                1.15,             0.78689,             0.72928,             0.77848,             0.46814,                   0,                   0,                   0,           0.0036688,           0.0036688,           0.0036688
                 253,              1.7871,              1.2128,              1.1774,             0.78973,             0.72252,             0.77283,             0.46302,                   0,                   0,                   0,           0.0036255,           0.0036255,           0.0036255
                 254,              1.8103,              1.1921,              1.1909,             0.84129,             0.71221,              0.7834,             0.46284,                   0,                   0,                   0,           0.0035824,           0.0035824,           0.0035824
                 255,              1.7708,               1.138,              1.1661,             0.85055,             0.69173,             0.77831,             0.44168,                   0,                   0,                   0,           0.0035394,           0.0035394,           0.0035394
                 256,              1.7681,              1.1572,              1.1957,             0.84459,             0.68648,             0.77417,             0.45712,                   0,                   0,                   0,           0.0034966,           0.0034966,           0.0034966
                 257,              1.8206,              1.1803,              1.1685,              0.8332,             0.70123,             0.77056,             0.47466,                   0,                   0,                   0,           0.0034539,           0.0034539,           0.0034539
                 258,              1.7741,              1.1681,              1.1869,             0.81578,             0.70632,             0.77283,             0.46507,                   0,                   0,                   0,           0.0034114,           0.0034114,           0.0034114
                 259,              1.7826,              1.1284,              1.1734,              0.8618,             0.68824,              0.7708,             0.46239,                   0,                   0,                   0,            0.003369,            0.003369,            0.003369
                 260,              1.7434,              1.1166,              1.1671,             0.82898,             0.70873,             0.77746,             0.47157,                   0,                   0,                   0,           0.0033268,           0.0033268,           0.0033268
                 261,              1.7726,              1.1417,              1.1642,              0.8796,              0.6884,             0.78198,             0.47291,                   0,                   0,                   0,           0.0032848,           0.0032848,           0.0032848
                 262,              1.8239,              1.1812,              1.1944,             0.80539,             0.70733,             0.77916,             0.45909,                   0,                   0,                   0,           0.0032429,           0.0032429,           0.0032429
                 263,              1.7364,              1.1336,              1.1405,             0.80668,             0.73377,             0.78512,             0.47526,                   0,                   0,                   0,           0.0032012,           0.0032012,           0.0032012
                 264,              1.7535,              1.1358,              1.1658,             0.80626,             0.72074,              0.7834,             0.46111,                   0,                   0,                   0,           0.0031597,           0.0031597,           0.0031597
                 265,              1.7867,              1.1367,              1.1825,             0.81758,             0.72072,              0.7778,             0.45101,                   0,                   0,                   0,           0.0031184,           0.0031184,           0.0031184
                 266,              1.7644,              1.1522,              1.1669,             0.82246,             0.71786,             0.78272,             0.47249,                   0,                   0,                   0,           0.0030772,           0.0030772,           0.0030772
                 267,              1.7756,              1.1469,              1.1814,             0.81023,             0.73006,             0.77674,             0.45071,                   0,                   0,                   0,           0.0030362,           0.0030362,           0.0030362
                 268,              1.7664,              1.1939,               1.199,             0.86443,              0.6977,             0.78149,             0.46869,                   0,                   0,                   0,           0.0029954,           0.0029954,           0.0029954
                 269,              1.7024,              1.1098,              1.1455,             0.84141,             0.71327,             0.78671,             0.46595,                   0,                   0,                   0,           0.0029548,           0.0029548,           0.0029548
                 270,              1.7195,              1.0905,              1.1678,             0.82872,             0.72247,             0.78602,               0.453,                   0,                   0,                   0,           0.0029144,           0.0029144,           0.0029144
                 271,               1.724,              1.1031,              1.1536,             0.82083,             0.73101,             0.78699,              0.4743,                   0,                   0,                   0,           0.0028741,           0.0028741,           0.0028741
                 272,              1.7111,              1.1044,              1.1519,             0.82885,             0.73472,             0.79222,             0.48141,                   0,                   0,                   0,           0.0028341,           0.0028341,           0.0028341
                 273,              1.7217,              1.1355,              1.1567,             0.83238,             0.74154,              0.7942,              0.4768,                   0,                   0,                   0,           0.0027943,           0.0027943,           0.0027943
                 274,              1.7072,              1.1263,              1.1599,             0.85108,             0.72861,             0.79512,             0.47515,                   0,                   0,                   0,           0.0027546,           0.0027546,           0.0027546
                 275,              1.7336,              1.0877,               1.155,              0.8617,             0.72758,              0.7955,              0.4639,                   0,                   0,                   0,           0.0027152,           0.0027152,           0.0027152
                 276,               1.719,              1.0761,              1.1667,             0.86736,             0.70664,             0.78774,             0.47254,                   0,                   0,                   0,           0.0026759,           0.0026759,           0.0026759
                 277,              1.7044,              1.0874,              1.1761,             0.84474,             0.72542,             0.78961,             0.47353,                   0,                   0,                   0,           0.0026369,           0.0026369,           0.0026369
                 278,              1.7605,              1.0996,              1.1573,             0.87258,             0.70252,             0.78961,             0.47377,                   0,                   0,                   0,            0.002598,            0.002598,            0.002598
                 279,              1.7517,              1.1159,              1.1579,              0.8684,              0.7129,             0.78962,             0.48015,                   0,                   0,                   0,           0.0025594,           0.0025594,           0.0025594
                 280,              1.7198,               1.098,               1.153,             0.86245,             0.72162,             0.79351,              0.4815,                   0,                   0,                   0,            0.002521,            0.002521,            0.002521
                 281,              1.7589,              1.1088,              1.1684,             0.87372,             0.72404,             0.79412,             0.47152,                   0,                   0,                   0,           0.0024828,           0.0024828,           0.0024828
                 282,              1.6927,              1.0899,              1.1697,             0.87967,             0.72323,              0.8026,             0.46721,                   0,                   0,                   0,           0.0024448,           0.0024448,           0.0024448
                 283,              1.7712,              1.1564,              1.1697,             0.86915,              0.7199,             0.79877,             0.47052,                   0,                   0,                   0,           0.0024071,           0.0024071,           0.0024071
                 284,              1.7207,              1.0885,              1.1507,             0.83394,             0.73861,             0.79705,              0.4689,                   0,                   0,                   0,           0.0023695,           0.0023695,           0.0023695
                 285,              1.7609,              1.1397,              1.1643,             0.86203,             0.71961,             0.79833,             0.48168,                   0,                   0,                   0,           0.0023322,           0.0023322,           0.0023322
                 286,              1.7182,              1.0896,              1.1582,             0.88164,             0.71008,             0.79505,              0.4734,                   0,                   0,                   0,           0.0022952,           0.0022952,           0.0022952
                 287,              1.7204,              1.1046,              1.1521,              0.8179,             0.74148,             0.79538,             0.46748,                   0,                   0,                   0,           0.0022583,           0.0022583,           0.0022583
                 288,              1.6989,              1.0887,              1.1419,             0.87499,             0.70447,              0.7897,             0.47626,                   0,                   0,                   0,           0.0022217,           0.0022217,           0.0022217
                 289,              1.7386,              1.1274,              1.1546,             0.85269,              0.7285,             0.79141,             0.46759,                   0,                   0,                   0,           0.0021853,           0.0021853,           0.0021853
                 290,               1.717,              1.0826,              1.1518,             0.89541,             0.70209,             0.79593,             0.46969,                   0,                   0,                   0,           0.0021491,           0.0021491,           0.0021491
                 291,              1.7213,              1.1322,              1.1535,             0.85762,             0.72953,             0.79295,             0.46632,                   0,                   0,                   0,           0.0021132,           0.0021132,           0.0021132
                 292,              1.7311,              1.1046,              1.1447,             0.85911,             0.73335,             0.79634,             0.49012,                   0,                   0,                   0,           0.0020775,           0.0020775,           0.0020775
                 293,              1.7009,              1.0644,               1.143,             0.86974,             0.71649,             0.79675,             0.47455,                   0,                   0,                   0,           0.0020421,           0.0020421,           0.0020421
                 294,              1.6925,              1.0757,              1.1587,               0.872,             0.71728,              0.7952,               0.471,                   0,                   0,                   0,           0.0020069,           0.0020069,           0.0020069
                 295,              1.7038,              1.1067,              1.1601,             0.84053,             0.73975,             0.79331,              0.4722,                   0,                   0,                   0,            0.001972,            0.001972,            0.001972
                 296,              1.7055,              1.0844,              1.1555,             0.82843,             0.73981,             0.79554,             0.47385,                   0,                   0,                   0,           0.0019373,           0.0019373,           0.0019373
                 297,              1.6812,              1.0622,              1.1562,             0.81541,             0.75806,             0.80162,             0.48398,                   0,                   0,                   0,           0.0019028,           0.0019028,           0.0019028
                 298,              1.6705,              1.0597,              1.1508,             0.87496,             0.71708,              0.8012,             0.47784,                   0,                   0,                   0,           0.0018686,           0.0018686,           0.0018686
                 299,              1.6967,              1.0756,              1.1467,             0.80392,             0.76401,              0.8034,             0.48561,                   0,                   0,                   0,           0.0018347,           0.0018347,           0.0018347
                 300,              1.5729,               0.878,              1.1473,              0.8548,             0.72448,              0.8017,             0.47145,                   0,                   0,                   0,            0.001801,            0.001801,            0.001801
                 301,              1.5713,             0.89063,              1.1334,             0.84802,             0.73252,             0.79764,             0.48492,                   0,                   0,                   0,           0.0017676,           0.0017676,           0.0017676
                 302,              1.5749,             0.87493,              1.1383,             0.85926,             0.71352,              0.7955,             0.47631,                   0,                   0,                   0,           0.0017344,           0.0017344,           0.0017344
                 303,              1.5744,             0.87927,              1.1443,             0.81851,             0.74336,             0.79793,             0.47859,                   0,                   0,                   0,           0.0017016,           0.0017016,           0.0017016
                 304,              1.5919,             0.90511,              1.1557,             0.82746,             0.74245,             0.80097,             0.48505,                   0,                   0,                   0,           0.0016689,           0.0016689,           0.0016689
                 305,              1.5644,             0.86562,              1.1441,             0.85376,             0.72583,             0.79601,             0.46776,                   0,                   0,                   0,           0.0016366,           0.0016366,           0.0016366
                 306,              1.5849,             0.91203,              1.1218,             0.87387,             0.71163,             0.79692,             0.47091,                   0,                   0,                   0,           0.0016045,           0.0016045,           0.0016045
                 307,              1.5731,             0.87521,               1.119,             0.85611,             0.72359,             0.79969,             0.47784,                   0,                   0,                   0,           0.0015727,           0.0015727,           0.0015727
                 308,              1.5291,             0.86822,              1.1225,             0.85045,              0.7358,             0.79951,             0.47597,                   0,                   0,                   0,           0.0015411,           0.0015411,           0.0015411
                 309,              1.5791,             0.90955,              1.1269,             0.85698,             0.71827,             0.79594,             0.46974,                   0,                   0,                   0,           0.0015098,           0.0015098,           0.0015098
                 310,              1.5668,             0.86443,              1.1393,             0.84544,             0.72669,             0.79324,             0.46814,                   0,                   0,                   0,           0.0014788,           0.0014788,           0.0014788
                 311,              1.5768,             0.88199,              1.1385,             0.85976,              0.7259,             0.79263,             0.47032,                   0,                   0,                   0,           0.0014481,           0.0014481,           0.0014481
                 312,              1.5373,             0.84558,               1.142,              0.8506,             0.72303,             0.79231,             0.46655,                   0,                   0,                   0,           0.0014177,           0.0014177,           0.0014177
                 313,              1.5576,             0.85009,              1.1448,             0.85044,             0.72552,             0.79365,             0.47326,                   0,                   0,                   0,           0.0013875,           0.0013875,           0.0013875
                 314,              1.5706,             0.87347,              1.1245,             0.84697,             0.73295,             0.79454,             0.47078,                   0,                   0,                   0,           0.0013577,           0.0013577,           0.0013577
                 315,              1.5445,             0.87313,              1.1327,             0.85478,             0.73319,             0.79184,             0.47582,                   0,                   0,                   0,           0.0013281,           0.0013281,           0.0013281
                 316,              1.5267,             0.83548,              1.1367,             0.85356,             0.72241,             0.79481,             0.48357,                   0,                   0,                   0,           0.0012988,           0.0012988,           0.0012988
                 317,              1.5132,             0.84412,              1.1198,             0.85575,             0.72628,             0.79406,             0.47509,                   0,                   0,                   0,           0.0012698,           0.0012698,           0.0012698
                 318,              1.5134,             0.81699,              1.1338,             0.87012,             0.71657,             0.79503,             0.48369,                   0,                   0,                   0,           0.0012411,           0.0012411,           0.0012411
                 319,              1.5264,             0.82938,               1.121,             0.80702,             0.75121,             0.78974,             0.47927,                   0,                   0,                   0,           0.0012127,           0.0012127,           0.0012127
                 320,              1.5376,             0.84076,              1.1322,             0.83071,              0.7389,             0.79354,             0.47742,                   0,                   0,                   0,           0.0011846,           0.0011846,           0.0011846
                 321,              1.5439,             0.85121,              1.1175,             0.82477,             0.74733,             0.79581,             0.46982,                   0,                   0,                   0,           0.0011568,           0.0011568,           0.0011568
                 322,              1.5194,              0.8789,              1.1399,             0.82731,             0.75148,             0.79608,             0.47067,                   0,                   0,                   0,           0.0011292,           0.0011292,           0.0011292
                 323,              1.5191,             0.84336,              1.1278,             0.86085,             0.71927,             0.79465,             0.47864,                   0,                   0,                   0,            0.001102,            0.001102,            0.001102
                 324,              1.5093,             0.82942,              1.1174,               0.835,             0.73067,             0.79505,             0.48099,                   0,                   0,                   0,           0.0010751,           0.0010751,           0.0010751
                 325,              1.5109,             0.82144,              1.1271,             0.86847,             0.71215,             0.79294,             0.47803,                   0,                   0,                   0,           0.0010485,           0.0010485,           0.0010485
                 326,              1.5325,             0.86183,              1.1542,             0.85111,             0.72884,             0.79987,             0.47304,                   0,                   0,                   0,           0.0010222,           0.0010222,           0.0010222
                 327,              1.5514,             0.84833,              1.1333,             0.81687,              0.7337,             0.79858,             0.47292,                   0,                   0,                   0,          0.00099617,          0.00099617,          0.00099617
                 328,              1.5298,             0.82739,              1.1415,             0.82475,             0.73739,              0.7938,             0.47941,                   0,                   0,                   0,          0.00097048,          0.00097048,          0.00097048
                 329,              1.5265,             0.82374,              1.1284,             0.85115,             0.73163,             0.79909,             0.48459,                   0,                   0,                   0,           0.0009451,           0.0009451,           0.0009451
                 330,              1.5323,             0.83683,              1.1449,             0.85849,             0.73194,              0.7977,             0.48342,                   0,                   0,                   0,          0.00092003,          0.00092003,          0.00092003
                 331,              1.5081,             0.83774,              1.1212,             0.84625,             0.73383,               0.796,             0.48279,                   0,                   0,                   0,          0.00089527,          0.00089527,          0.00089527
                 332,              1.4992,             0.83548,              1.1174,             0.85906,             0.72516,              0.7968,             0.48569,                   0,                   0,                   0,          0.00087084,          0.00087084,          0.00087084
                 333,              1.5189,             0.85502,              1.1235,             0.85852,             0.72872,             0.79896,             0.48226,                   0,                   0,                   0,          0.00084671,          0.00084671,          0.00084671
                 334,              1.5063,             0.80881,              1.1347,             0.86197,             0.71564,             0.79524,             0.48673,                   0,                   0,                   0,          0.00082291,          0.00082291,          0.00082291
                 335,              1.4842,             0.83853,              1.1332,             0.85333,             0.72743,             0.80264,             0.48077,                   0,                   0,                   0,          0.00079942,          0.00079942,          0.00079942
                 336,              1.4866,             0.82161,              1.1472,             0.85622,             0.72402,              0.7956,             0.47751,                   0,                   0,                   0,          0.00077626,          0.00077626,          0.00077626
                 337,              1.4833,             0.83983,              1.1412,             0.84821,             0.73016,             0.79483,              0.4765,                   0,                   0,                   0,          0.00075342,          0.00075342,          0.00075342
                 338,              1.5201,             0.82741,              1.1234,             0.86043,             0.72895,             0.80193,             0.47468,                   0,                   0,                   0,           0.0007309,           0.0007309,           0.0007309
                 339,              1.5043,             0.85755,              1.1194,             0.85706,             0.73025,             0.80031,             0.48395,                   0,                   0,                   0,          0.00070871,          0.00070871,          0.00070871
                 340,              1.4987,             0.81456,              1.1282,             0.83472,              0.7298,             0.79428,             0.48102,                   0,                   0,                   0,          0.00068684,          0.00068684,          0.00068684
                 341,              1.5332,             0.83854,              1.1194,             0.85132,             0.73413,             0.79516,             0.47949,                   0,                   0,                   0,          0.00066531,          0.00066531,          0.00066531
